id_staff,name
1196239,Veronica Lakewood
1196240,Rachel Herbert
1196241,Wayne Smegmall
146756,Michael Murray
1102098,Peter B. Good
1196242,James B. Schwartz
1196244,Kenzo Kuroda
1196246,Berington Van Campen
1196249,Armondo Pinto
3582,Jean Aurel
24822,William Lubtchansky
81541,Gene Lasko
161650,Michael Tolan
1486321,Elizabeth Swados
1859345,Dick Hughes
1859346,Julia Miles
102334,Bruce D. Clark
29750,Steve Neill
29437,Steve Graziani
102345,Timaree McCormick
102346,Barry Schrader
102338,Marc Siegler
969797,Tom Campbell
1290903,Thom Shouse
89200,Austin McKinney
1290905,K.C. Scheibel
1446542,Sue Dolph
1126353,Stephen Purvis
1452319,Nick Kelsh
1452320,Gary Wagner
1452321,Jane Covner
59440,Ben Gannon
70756,Ernest Raymond
70757,Francis O'Brien
70758,Tommaso Albinoni
229715,Jean Michel Jarre
589593,Martin Cooper
11198,Albert Jurgenson
18569,Eric Moulard
41834,Lâm Lê
396635,Burt Weissbourd
130085,Peter Straub
961609,Norman Newberry
7255,Ian Mune
96588,Davina Belling
105965,Paddy Higson
1479827,John Gow
1590511,Colin Tully
107924,Hans Iveberg
6331,Göran Lindström
150211,Marc Brandell
1305808,Richard Tom Sawyer
1309742,Ernest Misko
186748,Peter Jobin
29287,Timothy Bond
961119,Bo Harwood
959524,Lance Rubin
1039560,Miklós Lente
224070,Earl G. Preston
1474738,Huguette Gagné
1447122,Jocelyne Bellemare
1474740,Bob Pritchett
1415155,Linda Browne
1339237,Shinichi Yamazaki
100538,David Douglas
1707451,Ernst Michel
1707452,Piroska Mihalka
1387542,Don Saari
1639146,Bill Doane
1707453,King Hernandez
1707454,Ron Ottesen
1707455,Stanley H. Polinsky
1709648,Madeline Ann Graneto
25562,Rose Tobias Shaw
106381,Norman J. Warren
107005,Gloria Maley
1309332,Richard Gordon
1309333,David Speechley
1704763,Peter M. Schlesinger
1219356,Tom Benko
38007,Just Jaeckin
544497,D.H. Lawrence
374599,Christopher Pearce
15874,Richard Harvey
1627266,Eunice Mountjoy
3766,Enzo Peri
3768,Xaver Schwarzenberger
3770,Juliane Lorenz
3775,Werner Uschkurat
3773,Manfred Purzer
9933,Pea Fröhlich
9934,Peter Märthesheimer
18504,Horst Wendlandt
23371,Freddy Quinn
23374,Egon Strasser
23375,Helmut Gassner
9948,Anni Nöbauer
23377,Hedy Polensky
3764,Raúl Gimenez
549357,Phil Monroe
549358,Gerry Chiniquy
930633,Friz Freleng
1483459,Gary Sales
1483460,Sam Marion
1483461,Stephen Horelick
1483462,Will Scheck
1483463,Paulette Aller
112412,Stanislaw Tym
146873,Stanisław Bareja
99339,Ken Shapiro
128600,Arthur Sellers
128601,Edmond L. Koons
141211,Deborah Kurtz
231209,Christopher Andrews
1147185,Rochelle Weisberg
1301354,Ruben Masters
138868,John Beaird
133795,Stephen A. Miller
1379168,Bob Presner
1379169,Gérald Vansier
21823,Veronica Hadfield
1379170,Susan Hall
1379171,Tom Hoerber
1379172,Louise Mignault
1379173,Huguette Roy
12900,Wallace Shawn
991684,Jeri Sopanen
1624840,Allen Shawn
239180,Joel M. Reed
937472,Lorin E. Price
1455433,Bernie Cutler
1535818,Nora Kaye
1535819,Rick McCallum
1535820,Billy May
1535821,Fred Tuch
30652,Dick Randall
42054,Carlo Maria Cordio
100686,Antonio Gimeno
100807,Juan Piquer Simón
100836,Basilio Cortijo
100907,Juan Mariné
1183570,Stephen Minasian
1470540,Librado Pastor
103129,Ovidio G. Assonitis
1066784,Jeff Schechtman
1016286,Chako van Leeuwen
27380,Roberto D'Ettorre Piazzoli
172666,Charles H. Eglee
1066785,Vincenzo Medusa
1646437,Stefano Paltrinieri
119181,Nicoletta Ercole
1867693,Ruggero Salvadori
1867694,Alessandro Vivarelli
121158,Stephane Goulet
1605395,Ronnie Lombard
1709074,Roberto Edwin Forrest
1437668,Alessandro Peticca
1867698,Ennio Brizzolari
1302374,Gianni Caramanico
1120225,Roberto Forges Davanzati
1437207,Erich Heindl
1867699,Gino Pasquallini
1867700,Ada Grimaldi
1555528,Stan Wetzel
1449501,Gordon L. Day
1555530,Andy Babbish
51320,Fred A. Chulack
949966,R. Ben Efraim
1555531,Michael Paris
1555532,Robert Fawcett
18563,Georges Lautner
18564,Patrick Alexander
18568,Michelle David
18570,Paulette Breil
18571,Alain Sempé
18572,Dominique Rigaux
112588,Kirby Dick
994970,Amy Ziering
1305001,Fiona McMaster
1087623,Tom McSweeney
1403711,Anita Morgan
1454929,Nadine Wilkie
1454530,Tim Lyall
1454931,Charles McGuinness
1454932,Claudine Clark
1373694,Christian Huband
1454933,Kate Lovejoy
1454934,David Nimmo
1427570,Stephanie Brown
1454937,Andy Cadzow
1018071,Robert Malina
1438651,Naomi Mitchell
1110992,Danny Baldwin
1395243,Vince Valitutti
1454938,Peter McDougall
1401739,Shaun Conway
1454939,Mel Dykes
1389135,Janice MacIsaac
1454940,Samantha Walker
1391735,Jackie Sullivan
1454928,Nikki Gooley
37162,Susan Downey
1588672,Antony McMullen
1588674,Pablo Duchovny
1588675,Jeff Gribble
1588676,Darrin Smith
1588677,Gerard Benjamin Pierre
1588678,Marc Sparky Rutherford
1588679,Trish Cahill
1588680,James Hopwood
1588681,Zac Murphy
1588682,Kent Sponagle
1486023,Louisa Kors
1109904,Craig Forrest
1482837,Christopher Alba
1588684,Lindsay Adams
1401661,Daniel Harvey
1588686,Brad Lindenmayer
1588673,Jac Charlton
1836302,Stuart Bell
1588671,David Nichols
1536443,Jennifer Leacey
76090,Miranda Colman
1836304,Melaini Lewis
1395023,William R. Dean
132622,Kimberley Liptrap
9656,Johnny Knoxville
56578,Jeff Tremaine
56579,John Miller
56580,Dimitry Elyashkevich
56581,Liz Ewart
56582,Mark Hansen
56583,Kristine Young Gaffney
1371036,Knate Gwaltney
80215,Charles Stone III
84932,Jay-Z
68766,Jesse Berdinka
1525173,Matthew Cirulnick
1525175,Thulani Davis
1249964,Vernon Reid
62121,Steven Essam
1525196,Aissatou Parks
1184564,Steve Schmidt
1031586,Neda Armian
65454,Georgina Lowe
1413858,Jonathan Rutter
1061981,David Leavitt
3136,Salma Hayek
16392,Hayden Herrera
16394,Diane Lake
16396,Anna Thomas
16397,Lindsay Flickinger
16399,Nancy Hardin
16402,Lizz Speed
16404,Bernardo Trujillo
16405,Hania Robledo
1112564,Sarah Botstein
1412600,Gerardo Manjarrez
1534463,Janna DeLury
239075,Dylan Kidd
122842,Rich Christiano
1870764,Eran Zur
1870765,Charles Henri de Pierrefeu
39761,Jerry Bresler
47792,Joseph McGrath
70308,Ken Hughes
71656,John Law
71657,Michael Sayers
74694,Joan Smallwood
1203137,Neville Smallwood
1231662,Tutte Lemkow
1649543,Roy Whybrow
1650846,Ivor Beddoes
70884,Angela Carter
62995,Bryan Loftus
8447,Jeff Daniels
1649182,Angela Martelli
1051412,David Wages
548122,Nathaniel Benchley
1513646,Kurt Neumann
1182584,Nora Johnson
1905213,Ken Krausgill
57176,Matt Friedman
15045,Michael Lembeck
56647,James Miller
1376277,Matt Friedman
1536880,F. Hudson Miller
1654464,Peter Mattei
1198484,Anita Shreve
1626525,Mark Laing
1626526,Laura Cuthill-Luft
958092,Denis Renault
20722,Olivier Bériot
1525165,Nathalie Serrière
1433706,Mauro Tamagnini
331,Craig Kitson
340,Jimmy Iovine
62639,Stuart Parr
40375,James Whitaker
62640,Paul Rosenberg
1399632,Mark Larry
1364239,Mark Robert Taylor
1549054,Nicole Sylvester
1549055,Gerard Forrest
138379,Paul Richards
1549056,Mike Bomar
1298991,Jay Levy
1097795,Bill Summers
1425831,Mark Karavite
1549057,Kathleen Callahan
1549059,Linda Barnes
1549063,Darien N. D'Alfonso
1549064,Hilton Napoleon
5154,Patrick Dougherty
1436199,Carol McConnaughey
110262,Richard Conkling
1549071,Tom Rondot
1549072,Michael W. Anderson
1549073,Anthony 'Spike' Simms
1549074,Mindy Bazar
1549075,Tali Lipa
1461371,Mary Jo Lang
1549077,Marc Gabbana
1440309,Cynthia Blaise
1549078,Marvin Williams
1549080,Ralph Bertelle
1549069,Mary Courtney
53393,Zane Weiner
1733145,Victoria Rose
1733138,Aaron C. Holden Jr.
562684,Nickolas Gilbert
1733139,Brad Fanfalone
1733140,Donald Glenn
1733141,Christine Orth
1395902,Robby Baumgartner
1733143,Pamela Hilse
1733144,Stacy Opalewski
1077381,Christopher Eakins
1733146,Gail Carroll-Coe
1734699,Michael J. Moore
66910,Tracy Brimm
66912,Eric Robison
38868,Alain Tasma
550338,Pascale Bailly 
945058,Tom Rice
1132201,David Armstrong
42036,Kami Asgar
24164,Andreas Olshausen
61553,Vanick Moradian
48590,Uwe Schott
1094627,Jeff Gerrard
1580667,Uli Nefzer
1705807,Takako Ishikawa
11167,Mark Bartholomew
11175,Jonathan Abbas-Klahr
11176,Sean Baker
11296,Alastair Bullock
40823,Peter Burgis
42178,Derek Trigg
75584,Tom Brewster
1032070,Chas Jarrett
1117950,Jessie Thiele
1211221,David Hanks
1322147,Dan Grace
1338233,David Rosenbaum
1355308,Joanne Cook
1388850,Peter Dorme
1389525,Jodie Jackman
1389526,Amanda Pettett
1393325,Stuart McAra
1395449,Fiona Chilton
1400012,Patricia Johnson
1411096,Nic Hatch
1484191,Paul Kavanagh
1521831,John Trehy
1550634,Celia Barnett
1553728,Simone Goodridge
1591554,Ken Coles
1591558,Andrea Finch
1591761,John Ensby
1591772,Tim Blackham
1592204,Antoinette Perez
1592205,Keith Connolly
1592207,John Deaton
1592208,Pat Garrett
1592210,Paul Spateri
1592211,Matthew D'Angibau
1592212,Sarah Nolte
1592215,Catriona Maccann
1592217,Marcus Williams
1592219,Ken Burry
1592222,Rosie Richardson
1592226,Louisa Lytton
1592227,Richard Clarke
1592606,Danny Espey
1592607,Jamie Knight
1592609,Foluso Aribigbola
1592614,Mimi Abers
1592617,Jeremy Pelzer
1796507,David Holmes
1836729,Ethan J. Platt
1836741,Fiona Richards
1836782,Phil Murray
1836789,Kathy Wise
1836796,Steve Barnes
1836798,Dimitri Bakalov
1836800,Mike Cusack
1836880,Hitesh Bharadia
7348,Carlos Carrera
7349,Eça de Queirós
7356,José María Morales
7358,Scot Evans
7359,Atahualpa Lichy
7360,Laura Imperiale
7361,Rosino Serrano
7362,Guillermo Granillo
7363,Óscar Figueroa
7364,Sandra León Becker
7365,Carmen Giménez Cacho
7366,Ivonne Fuentes
17329,Neil Burger
110464,Paul Justman
110466,Alan Slutsky
554458,Walter Dallas
1258606,Ntozake Shange
939140,Lee Jeong-hyang
1152752,Pablo Blanco
1332351,Def Con Dos
57895,Robert Harmon
22141,Ogden Gavanski
22142,Gary Pearl
22144,Jim Munro
22148,Alisa Krost
958944,Joseph Bato
10807,James Kevin McGuinness
79176,David Hilton
61905,Steven Vidler
11286,Nick Enright
84021,Paul Gross
76882,Cy Endfield
76884,John Prebble
103382,Daniel B. Ullman
22808,Laurence Malkin
94045,Bill Corcoran
1039434,John Patus
16683,James Harrison
33445,Christina Schaffer
57581,Neil Marshall
57585,Sam McCurdy
70816,David E. Allen
70817,Vic Bateman
70818,Harmon Kaslow
1120992,Carlo Thiel
1330898,Claudio Campana
1411330,Stephanie Rass
1412088,Andie Derrick
1414088,Matthew O'Toole
1424924,Lisa Crawley
1424925,Peter Hawkins
1424926,Justin Pitkethly
1424927,Laurent Dumas
1424937,Bob Keen
1424938,Paul Alexander
1660384,George Barrie
260006,Kjell Grede
116838,Betsy Drake
65271,Olaf Ittenbach
70079,Michael Poettinger
70080,Claudia Quirchmayr
57103,Jaro Messerschmidt
37031,Ralf Wengenmayr
70081,Holger Diener
70084,Thomas Bachmann
55410,Christian Lonk
25852,Gustave Flaubert
24823,Michèle Abbé-Vannier
19986,Christophe Beaucarne
20593,Guillaume Schiffman
24873,Agnès Nègre
25182,Yves Robert
35150,Pierre Gillette
37761,Jérôme Tonnerre
53784,Jacques Dugied
73721,Louis Nucéra
73722,Eric Vallée
73723,Paco Wiser
1895743,Dominique Gay
33841,Leslie Stevens
1033805,Ronald J. Fagan
1302278,Paul Ammitzboll
66624,William P. Kennedy
66628,Wayne S. Williams
130574,Neal Barbera
130575,Glenn Leopold
1225802,Eric Lewald
186409,Mark Edward Edens
1213969,Michael Edens
1426239,James Bochis
1202360,Bill Williams
1014027,Lorenzo Mans
1502328,J.D. Reed
961123,Stanley Warnow
1295620,Michael Weller
67792,Massimo Troisi
132841,Anna Pavignano
588265,Pino Daniele
1087772,Vincent Monton
1185190,Edward McQueen-Mason
76942,Everett De Roche
1375941,Barbi Taylor
1465629,Jill Eden
11605,Aphrodite Kondos
1725960,Lois Hohenfels
52187,Howard R. Cohen
65350,Parmer Fuller
1081808,Joanne D'Antonio
1299373,Arlene Alen
12476,Claude Héroux
12479,Victor Solnicki
1286346,Constant Natale
1286347,Brigitte McCaughry
960618,Don Buchsbaum
15067,Gary Zeller
1068923,Al Capps
87011,Abdulah Sidran
38006,Zoran Simjanović
1600374,Senija Ticic
1600375,Sulejman Bosnic
1600376,Ibro Hukara
1600377,Ljiljana Pejcinovic
1600378,Vera Sipovac
1376380,Milenko Uherka
1600379,Vahid Hamidovic
1600380,Ljubomir Petek
1600381,Fahrudin Hadziavdic
1600382,Mirsad Hukovic
1600384,Nada Vesilinovic
1600385,Jasna Vik
1712341,Vito L. Ilardi
11187,Louis de Funès
19641,Jean Halain
39138,Jean Girault
39141,Raymond Lefevre
57287,René Fallet
57288,Michel Lewin
62929,William J. Immerman
39968,Michael J. Lewis
58102,Stanley O'Toole
71094,Michael F. Anderson
101891,Gus Trikonis
320008,Jeffrey Bernini
69891,Barry Schneider
1295835,Greg Blackwell
1295836,Billy Sherrill
1041567,Richard Belding
29749,David L. Glazer
961196,J. David Marks
37995,Bo Derek
39608,John Derek
125815,Perry Botkin Jr.
190448,Bob Brooks
1055285,Joyce Sherman Bunuel
101654,Blaine Novak
71348,Frank Hohimer
71349,Ronnie Caan
1227929,Richard Brams
1417458,Mary Dodson
1847654,Irwin Winkler
99859,Tim McCann
1484160,Frank Novak
69076,Mark G. Mathis
1038285,Alex Vendler
81517,Gregg Wilson
408745,Ethan Canin
57431,Matt Moore
65133,Marcus Raboy
65136,Suzanne Hines
53972,Robert Schenkkan
960883,Verónica Chen
1353470,Martín de Arbelaiz
1353471,Edgardo Rudnitzky
1099203,Chango Spaciuk
3628,Vicente Amigo
20818,Allen Covert
33536,Ray Ellis
113097,Derek Vanderhorst
84975,Seth Kearsley
129951,Brad Isaacs
147702,Douglas McCarthy
1213977,Kara Vallow
1224544,Shannon Smith
1394131,Jon Taylor
1447504,Bill Thyen
1447549,Miae Kim
1447564,Kezia Ma
1447565,Nick Sung
1447567,Carlos Zapater
1451610,Jan Kunesh
1451612,Denise Pleune
1451614,Amy Budden
1451630,Tony Cosanella
1451631,Ilyssa Katz
1451632,Susan Royal
1451636,Ernie Gilbert
1451637,Jennifer Graves
1451639,Dru Homer
1451641,Tanya Moreau-Smith
1451645,Hank Tucker
1451649,Paul Drenning
1451654,Howard London
1451656,Carla Murray
1451657,Gabe Veltri
1451673,Gregory Galliani
1453536,Andy Schuhler
1453586,Ralph Fernan
1461335,Valentín Amador
1461336,Line Korsgaard Andersen
1463202,Kevin Wurzer
1463203,John Woo
1797578,Francisco Álvarez
1812264,Marc Ellis
20608,Hannes Hubach
25745,Sylvain Lebel
43150,Clive Barrett
944745,Timothy Scott Bogart
945035,Michael Zaidan
980200,Mark Mullin
63190,David Kirchner
1436181,Melissa Brockman
1537687,Werner Hahnlein
1549218,Aaron Sowd
1549221,Jonathan Gerber
1549223,Chris Bailey
1549224,John Hewitt
1549225,Bill Murphy
1549226,Vaughn Williams
1549228,Michael L. Lewin
1549229,Jordanna Fineberg
56611,Rob Edwards
61416,Peter Del Vecho
73161,Frank Nissen
1461410,Dan Read
1726510,Kara Lord
1473321,Tony Blain
73402,Brendan Hood
1326714,Jennifer Fishman
76015,Amy McIntyre Britt
34884,Barbara Kelly
1473322,John Mariella
12384,Lin MacDonald
23415,Karen L. Matthews
1692692,Ron Sowden
32200,Jeremy Stanbridge
1333990,Peter Grace
1399046,John Beatty
1413444,Franklin Leibel
1692694,Ed McMahon
1692695,Audra Neil
1692696,John Kobylka
1406765,Sean M. Harding
1673524,Rick Allen
1692698,Melina Calogiros
1692699,Michelle Hrescak
1464947,Guy Roland
1692700,Paul E. Moes
1391706,Bob Bedard
1692701,Emily Coutts
1692702,Susan H. Bodine
1692703,Will Sickles
1692704,Ben Brafman
1692705,Arlene Craig
1078710,Berj Bannayan
1692706,Mike Larivee
197930,Scott J. Ateah
113197,Duane Dickinson
1692707,Ryan Steel
1692708,Rick McLennan
1391702,Jake Callihoo
223601,Richard Coleman
1692709,Ricardo Olivero
1407832,Brian Campbell
1692710,Amy Flint Catherwood
1692714,Chris Madden
1692715,Lee Riggs
1692716,Oliver Hajdu
1692717,Doug Parton
1399070,S. Steven Sach
1692718,Susan Stefanyshyn
1692719,Andrea Boorman
1397313,Bev White
1562661,Donald D. Brown
229830,Jay Cheetham
229831,Dario DiSanto
1559593,Joe Rangel
1692720,Anke Bakker
1402205,Devan Kraushar
1530725,Mike Beaulieu
1651098,Kyle Menzies
1692721,Andrea Dietrich
1692722,Scott Litsinger
96878,Dan Hoskins
8804,Stephan Zacharias
36869,Andreas Berger
42457,Gregor Schnitzler
42458,Stefan Dähnert
42459,Anne Wild
42758,Stephan Gade
87918,Ruud van Hemert
138204,Maurice Phillips
117856,Robert J. Anderson
7592,Sergey Selyanov
34712,Vladimir Kartashov
113337,Aleksey Balabanov
119208,Vyacheslav Butusov
107669,Eldar Ryazanov
592629,Aleksandr Ostrovsky
49555,Petter Næss
49556,Axel Hellstenius
49557,Ingvar Ambjørnsen
49558,Lars Lillo-Stenberg
49560,Inge-Lise Langfeldt
93410,Meir Zarchi
1066971,William Tasgal
1265221,Joseph Zbeda
1265222,Nouri Haviv
1446692,Joan Puma
1795622,Armine Minassian
1795624,Michael Penland
1795625,Beriau Picard
157290,John Whedon
1075151,Ian Cameron
20687,Steve Barancik
1549648,Anne F. Helmstadter
1549649,Benu Bhandari
1549651,Patty von Arx
1549655,Camille Henderson
66163,David Cummings
28922,Hubert Bartholomae
51830,Herbert Umbrecht
51831,Klaus Dittrich
24103,Wolfgang Längsfeld
11943,Peter Zenk
18039,Tomy Wigand
548597,John V.  Stuckmeyer
67903,David Whitaker
1757941,Marianne Chase
1757942,Michael Kelly
1757944,Kenneth Yates
138630,Christine Boyar
67449,Stanley Baker
96318,Franc. Reyes
27887,Susan Orlean
1461644,Donald Kaufman
23717,Barbara Jäger
25066,Stefano Maria Mioni
60521,William Yeh
117222,Nick Milner
1049324,Samuel Lehmer
1301145,Martin Lopez
1411362,Marco Giacalone
1413805,Stella D'Onofrio
1433707,Tanja Drewitz
1433708,Carolin Spill
1433709,Paul J. Hayes
1433716,Byron Miller
1433720,Jon Mete
1433721,Greg ten Bosch
1433725,Erin May
1433733,Maureen O'Connor
1433737,Peter Kosel
1433738,Reinhard Stöckl
1433740,Nina Hess
1433742,Douglas Kunin
1433744,Richie Nieto
1433745,Daniel Mattig
1433746,Stephan Schröter
1433747,Mark Stehli
1433748,Tess Malone
1544415,Chris Britton
1553236,Stefano Marino
588386,Gao Xiaosong
588387,Zou Jingzhi
55622,Tiffany Tavernier
109061,Dominique Sampiero
405211,Marpessa Djian
406044,Michel Desrois
408568,Louis Sclavis
95219,Euripides
95220,Nicola Tamburo
18514,Asia Argento
90704,Gianluca Curti
90707,Stefano Curti
90708,Adriana Chiesa De Palma
76175,John Sirabella
1462092,John Hughes
17282,Takashi Miike
35633,Kôji Endô
35624,Itaru Era
35625,Reiko Arakawa
35626,Hisanori Endô
35627,Seiichiro Kobayashi
35628,Susumu Nakajima
35629,Akira Saitô
35639,Yutaka Uki
35640,Yoshiya Obara
32319,Jean Boffety
37704,Sophie Bhaud
52354,Hugues Darmois
1124839,Derek Burbidge
107639,Juliusz Machulski
87241,Henryk Kuzniak
87240,Jerzy Lukaszewicz
1480853,Mirosława Garlicka
236545,Jonas Cornell
76369,Rolf Börjlind
336328,Ingemar Ejve
1092612,Lennart Norbäck
572058,Roland Sterner
1092613,Ragnar Grippe
1092614,Mona Theresia Forsén
1092615,Solveig Nordlund
1092617,Maria Fägerwall
1092618,Brigitte Reiss-Andersen
140166,Yabo Yablonsky
200326,Brian Clark
9213,David Myers
254335,Gordon Davidson
337066,Phil Esparza
578787,Peter Burrell
578788,William P. Wingate
578790,Frank Bayer
578791,Eugene Blythe
578792,Tom H. John
578793,Fred S. Winston
1018950,Michael Harrpster
1081799,Renato Serio
70639,Benni Korzen
1148736,Henry Shrady
1205654,Deedee Wehle
236916,James Reigle
19609,Roger Marshall
109997,Tim Burstall
67971,Franco Castellano
67972,Giuseppe Moccia
1864151,Dorothy Wilde
1864152,Harold McConnell Jr.
69877,Thomas L. Miller
1191489,Nicholas Eliopoulos
1355180,Robert L. Boyett
1360177,Carol Hall
1724827,Larry L. King
583108,Edgar Bronfman Jr.
1163664,Domingo Samudio
1188377,Vicki Sánchez
1392052,David Freeman
1577154,Richard L. Barr
2188,Marcel Dassault
2189,Renaud
568128,Alan E. Salke
568131,Kenith Trodd
200484,Paul Green
142594,Les Blank
1314064,Michael Goodwin
99199,David R. Loxton
980944,Maureen Gosling
93499,William Graham
122836,Kôzô Okazaki
1476288,Yoshiyuki Ishida
29768,Howard Kunin
69889,Merrie Lynn Ross
69892,Arthur Kent
1348622,Lynne MacKay
1378431,Geoffrey Holmes
1464862,Edwin Watkins
1068822,Ed Graczyk
7103,Barbara Pec-Slesicka
36127,Henri Laurent
36128,Gilles Vaster
1616199,Alfred De Liagre Jr.
550947,Cüneyt Arkın
550948,Çetin Inanç
1147561,Çetin Gürtop
1147562,Necdet Tok
1147563,Mehmet Karahafiz
43304,Richard Blackburn
102417,Anne Kimmel
1173317,Arlon Ober
1362907,Gary Thieltges
1823765,Alan Toomayan
84124,Tina Gordon Chism
84125,Dallas Austin
84126,Jody Gerson
84127,Greg Mooradian
1216632,Ian Maxtone-Graham
1584978,Michael D. Alvarez
1584962,Ivonne Olguin
1584963,Paulette Fox
1584964,James Van Houten
1584968,Camille M. Bratkowski
1584970,Mark Figueroa
75373,Corrina Duran
1425917,Reid Paul
1411542,Jim Moores
1534982,Cesar Orozco
1585000,Alex Barnoya
1585002,Cashalà L'Shauntyelle
172203,Marijane Cole
1585003,Krister C. Johnson
1374286,Jim Stephan
1585004,Scott Crabbe
1585006,Julian Smirke
1585007,Matt Bardocz
1585010,John Bratlien
1585011,Brian Cantrell
95839,R. Michael Stringer
1492942,Nicole Hilliard-Forde
1585012,Paul Schreiber
1192502,Kelly Moran-Brown
1585013,Josh Egnew
1228124,Keith Rogers
1397023,Patrick Flanagan
1585015,Clay Dale
1585017,Robin Richesson
1352989,Lisa Nichols
1584971,Darwin Montana Browne
1802527,Scott W. Leslie
1802545,Josh Denering
1463806,Tyra Youland
1031739,John P. Aguirre
1802551,Christopher K. Grap
1728125,Nadia Aleyd
1802558,Adam Blantz
39828,Deirdre Slevin
52004,Elaine Goldsmith-Thomas
66733,Benny Medina
110542,Ben Gold
91835,Gary Tacon
91908,Gary Muller
1023712,Kris Moran
1331176,Arturo Sosa
1399453,Joseph Michael Tenga
1406571,Nathan J. Busch II
1406596,Marion Kolsby
1406895,Darrell K. Keister
1416821,Mary Jo McGrath
1457690,Francesca Buccellato
1471014,Gloria Grant
1560110,Michael Hatzer
1661642,Willie Rosario
1742034,Dean Garvin
1742042,Joan Altman
1742047,Jennifer Joseph
1742050,Jacqueline Payne
1742054,Alfredo Viteri
1742058,Brett Pransky
1742061,Rita Harrell
1742067,Megan B. Agosto
1742071,Everett Moore
2527,Cherie Baker
1319749,Anthony J. Scarano
27886,Louis Begley
35513,Teresa Visinare
1531875,Jeannine Bourdaghs
1531876,Christel Highland
1418406,Susan Strubel
1531877,Linda Carol Flake
16236,Susana Sánchez
59142,Achero Mañas
63974,Eduardo Arbide
63975,Juan Carlos Gómez
1063543,Verónica Fernández
1504882,Ramón Ramos
1591136,María Amparo Durá
1591137,Ricardo Ferrari
1591138,Ricardo Ferrari
1591139,Ricardo Ferrari
1591140,Ricardo Ferrari
1591141,Ricardo Ferrari
1591142,Ricardo Ferrari
1591143,Pablo Urrutia
96786,Paul Pender
57565,John Schmidt
160956,Jim Simpson
193242,Anne Nelson
17597,Juan Carlos Fresnadillo
37952,Xavi Giménez
67263,Andrés M. Koppel
67264,Gustavo Fuertes
67265,Lucio Godoy
1178529,Jonathan Marc Sherman
932714,Liana Dognini
66130,Charles Pattinson
15540,Robyn Slovo
1374,Elizabeth Fraser
1377,Jabez Olssen
1447518,Sean Button
77301,Jiang Wen
144428,Haiying Li
2219,Tobey Maguire
9813,David Benioff
1462312,Alexander Wei
1552175,Rolf Pardula
5292,Denzel Washington
119730,Antwone Fisher
213,Gerry Robert Byrne
16729,Graham King
30712,Maurizio Grimaldi
30713,Michael Ovitz
34337,Randi Feinberg
34339,Barbara Phillips Marco
1400081,Andrew Rowlands
1402037,Jennifer Dunnington
1422799,Tass Filipos
1534644,Brigitte Lacombe
1534645,Mario Tursi
78488,Cathy Malkasian
78485,Jeff McGrath
60026,Michelle Grace
11477,Ray Liotta
51030,Peter Block
1530845,Will Combs
1530846,Sheryl Berkoff
1530847,Jamie Rubin
1487614,Diane Schneier
961447,Toby Corbett
1637025,Violet N. Cane
1073190,Gerald Vaughan-Hughes
1370814,Bryan Graves
1405375,Peter J. Hampton
75801,Tom Rand
70682,Lawrence Roman
94258,Robert Presnell Jr.
10430,Fred Ward
98925,Charles Willeford
35164,Hannah Gold
187,Tensai Okamura
627,Rick Dempsey
631,Ned Lott
70127,Shinji Kimura
90162,Eiko Tanaka
1009731,Toshio Nozaki
1353442,Hidetoshi Kaneko
1456627,Hirômi Yamakawa
1456799,Junko Ina
1456800,Komasa
1456801,Tsuyoshi Matsumuro
1456802,Hajime Matsuoka
1456803,Yuko Matsuura
1456804,Nobuhiro Otsuka
1456805,Yoshiharu Sato
1456806,Makoto Shiraishi
1456807,Kiyoko Sugawara
1456808,Yasuko Tachiki
1456809,Hideko Tagawa
1456810,Keiko Tamura
1456811,Makoto Tanaka
1456812,Sadahiko Tanaka
1456813,Tsukasa Tannai
1456814,Akira Yamagawa
1456815,Masaki Yoshizaki
224396,John C. Smith
77625,Josh Becker
1196122,Peter Choi
47395,Miles Malleson
71787,Ludwig Berger
71789,Lajos Biró
70296,Bridget Boland
70299,Gian Gaspare Napolitano
70300,Mario Soldati
120925,Robert Westerby
1080401,Chic Ciccolini
88897,John Hale
126951,Simon Langton
134145,Julian Bond
1467010,Curly Batson
89040,Ed Nelson
58405,Roy Moore
1122623,Findlay Quinn
1015791,Karen Bromley
1724912,Gerry Arbeid
1724913,Richard Schouten
1193691,David R. Beecroft
1351457,Bill Morgan
1292380,David M. Robertson
94069,Steve Sekely
1351954,George Pitcher
1580159,Matt McCarthy
38883,Arnaud Desplechin
30836,Raoul Kraushaar
120177,Arthur Roberts
1616903,Edward L. Alperson Jr.
120176,Richard Blake
1467281,Gene Hibbs
1100324,Ruby Felker
6319,Olivier Paultre
36860,Jean-Baptiste Poirot
36319,Sébastien Japrisot
36947,Pierre Bachelet
38958,Dominique Aury
38959,Gérard Lorin
38960,Éric Rochat
38961,Francine Pierre
38962,Tan Giudicelli
35742,Shah Rukh Khan
35810,Juhi Chawla
35811,Sanjiv Chawla
37238,Saket Chaudhary
37239,Abbas Tyrewala
37240,Sandeep Chowta
37241,Anu Malik
37242,A. Sreekar Prasad
81117,Leonard Gardner
1616576,David Dworski
82804,Dominic Anciano
82805,Ray Burdis
232235,Thomas Michael Donnelly
9261,Frank Abagnale Jr.
